player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Dexter Williams,45913,HB,GB,2,0,12,,,0,0.0,0,60.0,0,60.0,3,5,,0.0,0,0.0,2
L.P. Ladouceur,2687,LS,DAL,3,0,9,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Jordan Howard,10784,HB,PHI,7,0,24,,0.0,0,0.0,17,37.7,0,7.9,3,38,60.0,10.5,2,66.7,19
Deon Cain,13597,WR,PIT,2,0,25,,,0,0.0,0,59.4,0,100.0,3,3,59.5,100.0,2,66.7,2
Nathan Peterman,11926,QB,LV,1,0,23,60.0,100.0,1,33.3,1,60.0,0,100.0,3,3,60.0,100.0,2,66.7,2
Dorance Armstrong,48557,ED,DAL,3,0,9,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Greg Senat,34397,T,DAL,3,0,9,56.7,100.0,3,100.0,3,56.7,0,100.0,3,3,,,0,0.0,0
Tony Brooks-James,45764,HB,ATL,1,0,2,,0.0,0,0.0,2,60.0,0,50.0,3,6,,0.0,0,0.0,1
Blake Ferguson,35517,LS,MIA,3,0,17,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Dwayne Washington,10870,HB,NO,3,0,20,,0.0,0,0.0,4,60.0,0,25.0,3,12,,0.0,0,0.0,5
Jason Huntley,45693,HB,PHI,3,0,24,,0.0,0,0.0,1,60.0,0,33.3,3,9,60.0,16.7,1,33.3,6
Deion Calhoun,46676,G,CIN,1,0,7,,,0,0.0,0,54.4,0,100.0,3,3,56.2,100.0,2,66.7,2
Caleb Wilson,38305,TE,PHI,2,0,24,60.0,100.0,1,33.3,1,47.0,0,100.0,3,3,,,0,0.0,0
Julian Stanford,7372,ED,CAR,2,0,5,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Kenjon Barner,7963,HB,TB,2,0,30,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Jordan Poyer,8000,S,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Nathan Cottrell,45980,FB,JAX,2,0,15,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Brycen Hopkins,47338,TE,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Nate Sudfeld,10821,QB,PHI,1,0,24,60.0,100.0,1,50.0,1,60.0,0,66.7,2,3,60.0,50.0,1,50.0,2
Artavis Pierce,45749,HB,CHI,3,0,6,,,0,0.0,0,60.0,0,25.0,2,8,,0.0,0,0.0,6
Josh Adams,45662,HB,NYJ,6,0,22,,0.0,0,0.0,5,60.0,0,6.5,2,31,60.0,4.0,1,50.0,25
John Wetzel,8088,T,ATL,2,0,2,59.5,100.0,1,50.0,1,57.5,0,100.0,2,2,,,0,0.0,0
Jordan Devey,8268,G,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Francis Bernard,44722,LB,DAL,2,0,9,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Rico Dowdle,40693,HB,DAL,3,0,9,60.0,20.0,1,50.0,5,60.0,0,22.2,2,9,,0.0,0,0.0,3
Adarius Taylor,9074,LB,CAR,2,0,5,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Joe Thomas,9272,LB,DAL,2,0,9,,,0,0.0,0,60.2,0,100.0,2,2,,,0,0.0,0
Akeem Davis-Gaither,34788,LB,CIN,2,0,7,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Joseph Charlton,33672,P,CAR,2,0,5,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Logan Wilson,29623,LB,CIN,2,0,7,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Jeff Badet,48309,WR,WAS,2,0,32,59.6,100.0,1,50.0,1,31.2,0,100.0,2,2,60.0,100.0,1,50.0,1
Germaine Pratt,29407,LB,CIN,2,0,7,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Ameer Abdullah,9487,HB,MIN,6,0,18,60.0,33.3,1,50.0,3,60.1,0,20.0,2,10,60.0,16.7,1,50.0,6
Vita Vea,48956,DI,TB,1,0,30,59.2,100.0,2,100.0,2,59.2,0,100.0,2,2,,,0,0.0,0
Jermaine Carter,28838,LB,CAR,2,0,5,60.0,100.0,1,50.0,1,60.0,1,100.0,2,2,,,0,0.0,0
Olisaemeka Udoh,28394,T,MIN,1,0,18,60.0,100.0,1,50.0,1,59.9,0,100.0,2,2,60.0,100.0,1,50.0,1
Trent Sieg,27036,LS,LV,2,0,23,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Isaiah Coulter,55307,WR,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Fred Brown,23172,WR,DEN,1,0,10,60.0,100.0,2,100.0,2,60.0,0,100.0,2,2,,,0,0.0,0
Dan Skipper,12307,DI,DET,2,0,11,59.6,100.0,2,100.0,2,59.6,0,100.0,2,2,,,0,0.0,0
Jamal Perry,12259,CB,MIA,2,0,17,,,0,0.0,0,59.8,0,100.0,2,2,,,0,0.0,0
Matt Haack,12212,P,MIA,3,0,17,,,0,0.0,0,59.8,0,66.7,2,3,,,0,0.0,0
Kevin Huber,5066,P,CIN,2,0,7,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
JJ Jansen,4712,LS,CAR,2,0,5,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Brandon Wilson,11962,S,CIN,2,0,7,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Daniel Munyer,10174,G,TEN,1,0,31,59.9,100.0,1,50.0,1,58.5,0,100.0,2,2,59.4,100.0,1,50.0,1
Clark Harris,3859,LS,CIN,2,0,7,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Jordan Evans,11947,LB,CIN,2,0,7,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Joshua Dobbs,11890,QB,PIT,1,0,25,60.0,33.3,1,50.0,3,60.0,0,50.0,2,4,60.0,100.0,1,50.0,1
Darian Thompson,10705,S,DAL,3,0,9,,,0,0.0,0,60.3,0,66.7,2,3,,,0,0.0,0
Kavon Frazier,10846,S,MIA,2,0,17,,,0,0.0,0,59.8,0,100.0,2,2,,,0,0.0,0
Alex Collins,10805,HB,SEA,3,0,29,,0.0,0,0.0,4,60.0,0,10.0,2,20,60.0,6.7,1,50.0,15
Kamu Grugier-Hill,10842,LB,MIA,2,0,17,,,0,0.0,0,59.8,0,100.0,2,2,,,0,0.0,0
Malik Reed,48567,ED,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Phil Haynes,29244,G,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ross Pierschbacher,46815,C,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Henry Mondeaux,48889,DI,PIT,1,0,25,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Nick Vigil,10721,LB,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Josh Woods,49023,LB,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Dallin Leavitt,49120,S,LV,1,0,23,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Trey Marshall,49154,S,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Myles Hartsfield,49159,CB,CAR,2,0,5,,0.0,0,0.0,1,60.0,0,33.3,1,3,,0.0,0,0.0,1
Senorise Perry,9035,HB,TEN,2,0,31,,,0,0.0,0,60.0,0,33.3,1,3,,0.0,0,0.0,2
Jacob Tuioti-Mariner,50141,ED,ATL,1,0,2,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
C.J. Prosise,10724,HB,HST,4,0,13,,0.0,0,0.0,1,60.0,0,9.1,1,11,60.0,10.0,1,100.0,10
Jalen Davis,50431,CB,CIN,1,0,7,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Sheldrick Redwine,50458,S,CLV,1,0,8,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Mike Ford,50535,CB,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Austin Calitro,50640,LB,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Luke Gifford,50675,LB,DAL,1,0,9,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Chris Jones,6798,P,DAL,2,0,9,,,0,0.0,0,60.0,0,50.0,1,2,,,0,0.0,0
Malik Jefferson,50884,LB,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Shaquille Quarterman,51048,LB,JAX,1,0,15,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jahlani Tavai,51055,LB,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Brandon Rusnak,51088,S,JAX,1,0,15,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Christian Jones,9020,ED,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Joel Iyiegbuniwe,51221,LB,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Will Harris,51336,S,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Daniel Carlson,28121,K,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Nicholas Morrow,51674,LB,LV,1,0,23,60.0,100.0,1,100.0,1,60.0,1,100.0,1,1,,,0,0.0,0
Rashaad Penny,27414,HB,SEA,3,0,29,,0.0,0,0.0,3,60.0,0,8.3,1,12,60.0,12.5,1,100.0,8
Charley Hughlett,7336,LS,CLV,1,0,8,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Darrynton Evans,40692,HB,TEN,5,0,31,,0.0,0,0.0,4,60.0,0,6.3,1,16,,0.0,0,0.0,11
Miles Killebrew,10745,S,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tae Davis,26296,LB,CLV,1,0,8,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Pat O'Donnell,8826,P,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Chris Milton,10914,CB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Raekwon McMillan,11809,LB,LV,1,0,23,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
LaRoy Reynolds,8500,LB,ATL,1,0,2,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Dwayne Harris,6328,WR,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cole Mazza,22508,LS,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Sam Eguavoen,15301,ED,MIA,1,0,17,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Will Compton,8308,LB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Troy Pride Jr.,42883,CB,CAR,1,0,5,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Mykal Walker,57834,LB,ATL,1,0,2,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Sione Takitaki,12666,LB,CLV,1,0,8,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Alex Boone,5372,G,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cole Christiansen,43856,LB,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Joe Jones,12321,LB,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Saahdiq Charles,59820,G,WAS,1,0,32,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Matt Overton,6979,LS,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kyle Wilber,7113,LB,LV,1,0,23,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Rick Lovato,10007,LS,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Calvin Munson,12236,LB,MIA,1,0,17,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Bradlee Anae,43982,ED,DAL,1,0,9,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Qadree Ollison,45934,HB,ATL,2,0,2,,,0,0.0,0,60.0,0,50.0,1,2,,0.0,0,0.0,1
Daren Bates,8077,LB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Saivion Smith,44429,CB,DAL,1,0,9,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Greg Mancz,10019,G,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Chad Slade,10024,T,NYG,1,0,21,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Jahleel Addae,8117,S,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Nick Dzubnar,10127,LB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Don Muhlbach,2130,LS,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Noah Igbinoghene,61155,CB,MIA,1,0,17,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Brett Kern,4580,P,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kyle Nelson,6428,LS,SF,1,0,28,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Isaac Rochell,11980,ED,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Josh Harris,7748,LS,ATL,1,0,2,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
DeAndre Houston-Carson,10819,S,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
D.J. Jones,11953,DI,SF,1,0,28,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Chris Thompson,7936,HB,JAX,4,0,15,,0.0,0,0.0,3,60.0,0,12.5,1,8,60.0,25.0,1,100.0,4
Andre James,47058,C,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Danny Isidora,11933,G,PIT,1,0,25,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Kenny Wiggins,6471,G,NYG,1,0,21,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Patrick Scales,6508,LS,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jake Elliott,11908,K,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Joshua Garnett,10662,G,WAS,1,0,32,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
David Blough,46508,QB,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jalen Reeves-Maybin,11879,LB,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Saquon Barkley,45791,HB,NYG,2,0,21,,0.0,0,0.0,10,60.0,0,5.3,1,19,,0.0,0,0.0,8
LeVante Bellamy,45854,HB,DEN,3,0,10,,0.0,0,0.0,3,60.0,0,20.0,1,5,,0.0,0,0.0,1
Ross Matiscik,34710,LS,JAX,1,0,15,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Keelan Doss,48143,WR,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Jack Fox,34735,P,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kirk Merritt,35096,WR,MIA,1,0,17,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Robbie Gould,2607,K,SF,1,0,28,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Sterling Hofrichter,33541,P,ATL,1,0,2,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
AJ Cole,36038,P,LV,2,0,23,60.0,100.0,1,100.0,1,60.0,0,50.0,1,2,,,0,0.0,0
Arik Armstead,9450,ED,SF,1,0,28,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Mike Boone,31615,HB,MIN,6,0,18,,0.0,0,0.0,3,60.0,0,7.1,1,14,60.0,9.1,1,100.0,11
Davontae Harris,37492,CB,BLT,1,0,3,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Andrew Sendejo,6118,S,CLV,1,0,8,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jacob Bobenmoyer,30352,LS,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Isaiah Johnson,48233,CB,LV,1,0,23,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Andrew Van Ginkel,30267,ED,MIA,1,0,17,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
J'Marcus Webb,5741,T,IND,1,0,14,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Dakota Allen,30076,LB,JAX,1,0,15,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Travis Homer,45859,HB,SEA,8,0,29,,0.0,0,0.0,6,60.0,0,3.8,1,26,,0.0,0,0.0,18
Hunter Niswander,29601,P,DAL,1,0,9,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tavierre Thomas,66931,CB,CLV,1,0,8,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jason Sanders,29578,K,MIA,1,0,17,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Dezmon Patmon,48329,WR,IND,1,0,14,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Dustin Colquitt,2316,P,JAX,1,0,15,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Derrek Tuszka,37724,ED,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Trey Quinn,38276,WR,JAX,1,0,15,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Joe Giles-Harris,39382,LB,JAX,1,0,15,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
