player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Ereck Flowers,9442,T,NYG,17,0,21,79.3,100.0,247,58.9,247,73.5,2,100.0,419,419,58.3,100.0,128,30.5,128
John Jerry,5598,G,NYG,17,0,21,73.8,100.0,246,58.9,246,66.8,1,100.0,418,418,50.3,100.0,128,30.6,128
Russell Bodine,8746,C,CIN,16,0,7,62.1,100.0,193,46.2,193,70.0,0,100.0,418,418,72.9,100.0,199,47.6,199
Zane Beadles,5570,G,SF,16,0,28,76.1,100.0,94,22.6,94,56.2,1,100.0,416,416,50.0,100.0,312,75.0,312
Trent Brown,9677,T,SF,16,0,28,65.2,100.0,94,22.6,94,58.2,1,100.0,416,416,55.8,100.0,312,75.0,312
Andrew Whitworth,3000,T,CIN,16,0,7,69.8,100.0,188,45.5,188,69.2,2,100.0,413,413,61.0,100.0,201,48.7,201
Ja'Wuan James,8654,T,MIA,17,0,17,65.9,100.0,63,15.3,63,77.6,3,100.0,413,413,81.3,100.0,330,79.9,330
Josh Kline,8230,G,TEN,14,0,31,66.5,100.0,216,52.3,216,65.6,0,100.0,413,413,57.8,100.0,169,40.9,169
Jason Peters,2148,T,PHI,16,0,24,78.6,100.0,168,41.1,168,79.8,1,100.0,409,409,75.2,100.0,197,48.2,197
Zach Strief,3155,T,NO,16,0,20,62.9,100.0,185,45.3,185,70.4,1,100.0,408,408,73.1,100.0,159,39.0,159
Jahri Evans,3053,G,NO,16,0,20,63.1,100.0,184,45.1,184,60.7,1,100.0,408,408,58.3,100.0,159,39.0,159
Jameis Winston,9434,QB,TB,16,0,30,60.0,98.9,184,45.2,186,60.0,1,94.4,407,431,60.0,99.5,190,46.7,191
Mitchell Schwartz,7041,T,KC,17,0,16,62.8,100.0,179,44.0,179,69.4,0,100.0,407,407,69.7,100.0,178,43.7,178
Eric Fisher,7783,T,KC,17,0,16,81.0,100.0,179,44.0,179,79.8,2,100.0,407,407,65.6,100.0,178,43.7,178
Justin Britt,8699,C,SEA,17,0,29,75.4,100.0,85,20.9,85,78.5,2,100.0,406,406,75.9,100.0,281,69.2,281
Mitch Morse,9482,C,KC,17,0,16,65.2,100.0,178,44.1,178,69.5,2,100.0,404,404,66.6,100.0,176,43.6,176
Andy Dalton,6187,QB,CIN,16,0,7,60.2,99.5,194,48.3,195,60.2,0,94.6,402,425,60.1,96.1,196,48.8,204
Jeff Allen,7642,G,HST,16,0,13,56.3,100.0,130,32.3,130,48.1,3,100.0,402,402,47.3,100.0,220,54.7,220
Max Garcia,9566,G,DEN,16,0,10,68.4,100.0,70,17.5,70,69.3,2,100.0,401,401,65.0,100.0,280,69.8,280
Eli Manning,1722,QB,NYG,17,0,21,60.0,100.0,247,61.8,247,60.0,0,95.5,400,419,60.0,100.0,128,32.0,128
Greg Olsen,3647,TE,CAR,16,0,5,60.8,100.0,227,56.8,227,60.3,0,100.0,400,400,66.4,100.0,105,26.3,105
Matt Paradis,8841,C,DEN,16,0,10,66.2,100.0,70,17.5,70,90.0,3,100.0,400,400,87.7,100.0,280,70.0,280
A.Q. Shipley,5150,C,ARZ,16,0,1,62.5,100.0,231,57.8,231,70.0,2,100.0,400,400,70.4,100.0,132,33.0,132
Ron Leary,7338,G,DAL,14,0,9,73.9,100.0,153,38.4,153,76.5,1,100.0,398,398,72.4,100.0,207,52.0,207
Tyron Smith,6161,T,DAL,14,0,9,66.1,100.0,159,39.9,159,76.6,2,100.0,398,398,71.1,100.0,203,51.0,203
Russell Okung,5531,T,DEN,16,2,10,67.6,100.0,70,17.6,70,73.4,4,100.0,398,398,67.1,100.0,277,69.6,277
Carson Wentz,10636,QB,PHI,16,0,24,60.0,98.3,173,43.6,176,60.0,0,93.6,397,424,60.0,95.0,191,48.1,201
Max Unger,4972,C,NO,15,0,20,64.1,100.0,180,45.7,180,68.4,0,100.0,394,394,73.4,100.0,153,38.8,153
Philip Rivers,1725,QB,SD,16,1,27,60.0,100.0,184,46.8,184,60.0,1,98.3,393,400,60.0,100.0,171,43.5,171
Matt Slauson,5117,C,SD,16,0,27,68.3,100.0,178,45.3,178,69.7,0,100.0,393,393,66.1,100.0,170,43.3,170
David Bakhtiari,7891,T,GB,19,0,12,72.4,100.0,57,14.5,57,64.7,2,100.0,393,393,62.0,100.0,276,70.2,276
Drew Brees,802,QB,NO,16,0,20,60.0,100.0,186,47.4,186,60.0,0,95.1,392,412,60.0,98.8,159,40.6,161
Brandon Brooks,7078,G,PHI,14,0,24,65.9,100.0,161,41.4,161,75.5,1,100.0,389,389,79.9,100.0,184,47.3,184
Michael Schofield III,8730,G,DEN,16,1,10,65.0,100.0,68,17.6,68,66.9,2,100.0,387,387,64.8,100.0,271,70.0,271
C.J. Fiedorowicz,8700,TE,HST,17,0,13,64.5,100.0,139,35.9,139,63.7,1,100.0,387,387,61.4,100.0,208,53.7,208
Lane Taylor,8365,G,GB,19,1,12,42.0,100.0,58,15.0,58,59.5,3,100.0,386,386,64.3,100.0,267,69.2,267
Marcus Mariota,9435,QB,TEN,15,0,31,60.0,95.8,206,53.6,215,60.0,0,91.2,384,421,60.0,93.2,164,42.7,176
Chris Hogan,6468,WR,NE,18,1,19,84.1,100.0,224,58.6,224,62.8,2,99.2,382,385,68.3,100.0,113,29.6,113
Andrus Peat,9446,T,NO,15,0,20,60.6,100.0,168,44.0,168,66.4,0,100.0,382,382,66.1,100.0,152,39.8,152
Joe Hawley,5641,C,TB,15,0,30,60.3,100.0,158,41.4,158,70.2,3,100.0,382,382,78.2,100.0,176,46.1,176
Bryan Bulaga,5548,T,GB,19,0,12,63.6,100.0,57,14.9,57,61.6,0,100.0,382,382,59.4,100.0,267,69.9,267
Odell Beckham Jr.,8647,WR,NYG,17,0,21,68.3,100.0,229,60.1,229,72.1,0,99.7,381,382,64.1,100.0,116,30.4,116
D.J. Fluker,7792,G,SD,16,0,27,58.9,100.0,172,45.1,172,63.2,3,100.0,381,381,66.5,100.0,161,42.3,161
Brandon Scherff,9438,G,WAS,16,0,32,72.9,100.0,182,47.9,182,76.4,4,100.0,380,380,73.0,100.0,170,44.7,170
Cody Whitehair,10690,C,CHI,16,0,6,73.3,100.0,97,25.5,97,86.3,2,100.0,380,380,81.4,100.0,250,65.8,250
Tom Brady,698,QB,NE,15,0,19,60.0,100.0,227,59.7,227,60.0,0,94.3,380,403,60.0,100.0,123,32.4,123
Charles Leno Jr.,8880,T,CHI,16,0,6,59.4,100.0,97,25.5,97,61.3,0,100.0,380,380,58.9,100.0,250,65.8,250
Derek Carr,8671,QB,OAK,15,0,23,60.0,99.5,210,55.4,211,60.0,0,94.3,379,402,60.0,97.2,137,36.1,141
James Carpenter,6177,G,NYJ,16,0,22,63.0,100.0,132,35.1,132,68.1,3,100.0,376,376,71.1,100.0,195,51.9,195
Joe Barksdale,6244,T,SD,15,0,27,62.9,100.0,176,46.9,176,52.8,0,100.0,375,375,44.5,100.0,162,43.2,162
Jarvis Landry,8698,WR,MIA,17,2,17,73.7,98.1,53,14.2,54,69.6,3,98.7,374,379,74.4,100.0,311,83.2,311
Duane Brown,4340,T,HST,14,0,13,71.2,100.0,113,30.2,113,79.1,1,100.0,374,374,76.9,100.0,208,55.6,208
Sterling Shepard,10674,WR,NYG,17,0,21,57.8,100.0,224,60.2,224,57.7,0,98.9,372,376,63.8,100.0,116,31.2,116
Amari Cooper,9437,WR,OAK,17,0,23,65.3,100.0,185,49.9,185,60.2,0,99.5,371,373,64.8,100.0,151,40.7,151
Tim Barnes,6499,C,LA,16,0,26,67.3,100.0,101,27.3,101,63.9,0,100.0,370,370,61.9,100.0,227,61.4,227
Brandon LaFell,5602,WR,CIN,16,0,7,72.1,100.0,162,43.8,162,68.0,0,99.7,370,371,72.4,100.0,191,51.6,191
Morgan Moses,8701,T,WAS,16,0,32,69.7,100.0,179,48.5,179,73.6,1,100.0,369,369,71.9,100.0,163,44.2,163
A.J. Cann,9500,G,JAX,16,0,15,61.8,100.0,76,20.7,76,67.5,1,100.0,367,367,65.8,100.0,273,74.4,273
Laremy Tunsil,10647,G,MIA,15,0,17,60.7,100.0,55,15.0,55,58.4,4,100.0,367,367,56.2,100.0,296,80.7,296
Jermey Parnell,5426,T,JAX,16,2,15,50.2,100.0,76,20.7,76,74.4,6,100.0,367,367,84.1,100.0,273,74.4,273
Kevin Pamphile,8784,G,TB,14,0,30,45.7,100.0,154,42.0,154,49.1,1,100.0,367,367,57.0,100.0,165,45.0,165
Clint Boling,6253,G,CIN,14,0,7,63.3,100.0,170,47.1,170,57.2,0,100.0,361,361,57.4,100.0,172,47.6,172
Levine Toilolo,7915,TE,ATL,19,0,2,67.6,100.0,74,20.5,74,65.4,0,100.0,361,361,59.4,100.0,256,70.9,256
Charles Clay,6326,TE,BUF,15,0,4,71.0,100.0,193,53.5,193,72.8,0,100.0,361,361,64.1,100.0,129,35.7,129
Demar Dotson,5410,T,TB,13,0,30,65.3,100.0,161,44.7,161,77.5,0,100.0,360,360,77.1,100.0,150,41.7,150
Orlando Franklin,6198,G,SD,16,0,27,57.3,100.0,167,46.5,167,60.8,0,100.0,359,359,57.2,100.0,158,44.0,158
Kirk Cousins,7102,QB,WAS,16,0,32,60.4,99.5,184,51.3,185,60.2,0,93.2,359,385,60.0,97.1,167,46.5,172
Quinton Spain,10110,G,TEN,14,0,31,70.6,100.0,172,48.3,172,80.8,2,100.0,356,356,79.4,100.0,159,44.7,159
Tyrod Taylor,6332,QB,BUF,15,0,4,63.7,96.8,211,59.3,218,62.8,0,88.6,356,402,60.9,80.6,116,32.6,144
Anthony Castonzo,6174,T,IND,16,0,14,60.1,100.0,100,28.2,100,77.9,0,100.0,355,355,82.8,100.0,220,62.0,220
Laurent Duvernay-Tardif,8834,G,KC,15,1,16,52.4,100.0,159,44.8,159,60.9,3,100.0,355,355,66.3,100.0,151,42.5,151
Jeremy Zuttah,4397,C,BLT,16,0,3,65.8,100.0,92,26.0,92,68.0,4,100.0,354,354,70.3,100.0,222,62.7,222
Jermaine Gresham,5546,TE,ARZ,16,0,1,67.3,100.0,216,61.2,216,66.5,5,100.0,353,353,60.0,100.0,108,30.6,108
Aaron Rodgers,2241,QB,GB,19,0,12,60.0,98.3,57,16.1,58,60.0,0,92.4,353,382,60.0,97.4,261,73.9,268
Russell Wilson,7077,QB,SEA,18,0,29,60.0,100.0,84,24.0,84,60.0,0,89.5,350,391,60.0,92.6,250,71.4,270
Larry Fitzgerald,1724,WR,ARZ,16,0,1,81.7,100.0,199,57.0,199,86.3,1,100.0,349,349,77.3,100.0,121,34.7,121
Taylor Decker,10650,T,DET,17,0,11,71.0,100.0,142,40.9,142,74.7,1,100.0,347,347,65.3,100.0,164,47.3,164
Bobby Massie,7112,T,CHI,15,0,6,62.0,100.0,92,26.5,92,59.6,0,100.0,347,347,57.4,100.0,226,65.1,226
Rodger Saffold,5558,G,LA,15,1,26,78.8,100.0,93,26.9,93,69.6,1,100.0,346,346,63.9,100.0,213,61.6,213
Dontrelle Inman,6597,WR,SD,16,0,27,78.3,100.0,149,43.1,149,78.4,2,100.0,346,346,70.7,100.0,155,44.8,155
Kelvin Beachum,7229,T,JAX,15,0,15,53.1,100.0,72,20.8,72,48.8,1,100.0,346,346,48.0,100.0,256,74.0,256
Blake Bortles,8638,QB,JAX,16,0,15,60.0,100.0,76,22.1,76,60.0,0,94.0,344,366,60.0,94.9,259,75.3,273
Mike Iupati,5542,G,ARZ,15,0,1,65.4,100.0,197,57.3,197,68.6,0,100.0,344,344,67.1,100.0,117,34.0,117
Ryan Kelly,10652,C,IND,15,0,14,60.3,100.0,94,27.4,94,68.5,0,100.0,343,343,68.2,100.0,212,61.8,212
Cam Newton,6153,QB,CAR,15,0,5,60.2,87.0,215,62.9,247,60.2,1,80.5,342,425,60.0,88.0,95,27.8,108
Rob Havenstein,9490,T,LA,15,0,26,62.7,100.0,91,26.6,91,66.6,0,100.0,342,342,68.9,100.0,211,61.7,211
Garry Gilliam,9137,T,SEA,16,0,29,60.6,100.0,73,21.4,73,54.3,0,100.0,341,341,52.8,100.0,232,68.0,232
Carson Palmer,1317,QB,ARZ,15,0,1,60.2,99.0,201,59.1,203,61.1,0,97.1,340,350,61.4,100.0,114,33.5,114
Joe Staley,3644,T,SF,13,0,28,85.7,100.0,87,25.6,87,76.8,1,100.0,340,340,71.9,100.0,245,72.1,245
Joe Flacco,4332,QB,BLT,16,0,3,60.0,100.0,91,26.8,91,60.0,1,96.3,339,352,60.0,99.5,220,64.9,221
Allen Robinson II,8696,WR,JAX,16,0,15,61.7,100.0,70,20.6,70,78.1,0,100.0,339,339,68.6,100.0,256,75.5,256
Sam Bradford,5526,QB,MIN,15,0,18,62.0,100.0,199,58.9,199,62.9,0,96.3,338,351,62.8,100.0,107,31.7,107
Anthony Fasano,2998,TE,TEN,16,0,31,85.2,100.0,203,60.1,203,85.1,2,100.0,338,338,74.0,100.0,112,33.1,112
Alex Smith,2218,QB,KC,16,0,16,60.4,100.0,161,47.6,161,60.5,0,93.1,338,363,60.4,96.9,155,45.9,160
Branden Albert,4329,T,MIA,13,0,17,66.0,100.0,49,14.5,49,50.1,1,100.0,337,337,46.4,100.0,273,81.0,273
Joe Haeg,10789,G,IND,14,0,14,62.7,100.0,96,28.5,96,72.9,0,100.0,337,337,76.0,100.0,205,60.8,205
Matthew Stafford,4924,QB,DET,17,0,11,60.0,100.0,142,42.3,142,60.0,0,96.8,336,347,60.0,100.0,164,48.8,164
Travis Kelce,7844,TE,KC,17,0,16,72.8,100.0,142,42.8,142,73.7,1,99.7,332,333,64.5,100.0,149,44.9,149
Will Fuller V,10655,WR,HST,16,0,13,59.1,100.0,124,37.5,124,54.9,0,99.7,331,332,58.0,100.0,166,50.2,166
Ben Ijalana,6201,T,NYJ,16,0,22,49.8,100.0,119,36.1,119,56.5,0,100.0,330,330,60.2,100.0,170,51.5,170
Germain Ifedi,10665,G,SEA,15,0,29,55.0,100.0,69,20.9,69,66.7,0,100.0,330,330,71.8,100.0,225,68.2,225
Joe Thomas,3619,T,CLV,16,0,8,63.3,100.0,157,47.7,157,71.5,0,100.0,329,329,70.5,100.0,128,38.9,128
Kyle Rudolph,6195,TE,MIN,16,0,18,56.3,100.0,186,57.2,186,56.5,2,100.0,325,325,55.9,100.0,94,28.9,94
Greg Robinson,8637,T,LA,14,2,26,57.5,100.0,83,25.5,83,50.3,4,100.0,325,325,47.0,100.0,204,62.8,204
Austin Pasztor,7689,T,CLV,16,0,8,59.5,100.0,157,48.3,157,66.2,1,100.0,325,325,68.4,100.0,126,38.8,126
Jordan Matthews,8677,WR,PHI,14,0,24,49.2,100.0,136,42.1,136,37.5,0,100.0,323,323,59.5,100.0,158,48.9,158
Lance Kendricks,6199,TE,LA,16,0,26,60.7,100.0,90,27.9,90,61.8,0,100.0,323,323,60.7,100.0,195,60.4,195
Zach Fulton,8828,G,KC,16,0,16,51.8,100.0,143,44.3,143,61.3,1,100.0,323,323,66.9,100.0,141,43.7,141
D.J. Humphries,9457,T,ARZ,13,0,1,74.2,100.0,188,58.2,188,75.6,0,100.0,323,323,75.2,100.0,103,31.9,103
Joe Berger,2424,C,MIN,14,0,18,74.4,100.0,185,57.5,185,70.4,1,100.0,322,322,58.6,100.0,96,29.8,96
Brandon Marshall,3064,WR,NYJ,15,0,22,69.4,100.0,106,32.9,106,72.8,0,100.0,322,322,68.2,100.0,174,54.0,174
Larry Warford,7846,G,DET,16,0,11,68.4,100.0,126,39.4,126,80.7,0,100.0,320,320,77.3,100.0,158,49.4,158
Clive Walford,9501,TE,OAK,16,1,23,61.2,100.0,167,52.4,167,58.9,4,100.0,319,319,52.6,100.0,112,35.1,112
Mike Evans,8642,WR,TB,16,0,30,82.8,100.0,133,41.8,133,80.0,0,100.0,318,318,63.4,100.0,151,47.5,151
Alex Boone,5372,G,MIN,14,0,18,64.2,100.0,189,59.6,189,61.9,2,100.0,317,317,62.5,100.0,86,27.1,86
Kenny Stills,7926,WR,MIA,17,1,17,79.2,100.0,48,15.1,48,59.1,1,100.0,317,317,65.5,100.0,261,82.3,261
Julian Edelman,5156,WR,NE,19,0,19,82.8,100.0,185,58.4,185,82.8,0,95.8,317,331,69.6,99.0,101,31.9,102
T.J. Clemmings,9543,T,MIN,14,0,18,60.0,100.0,184,58.4,184,57.8,1,100.0,315,315,53.7,100.0,88,27.9,88
Nelson Agholor,9453,WR,PHI,15,0,24,70.5,100.0,133,42.2,133,62.7,0,99.1,315,318,63.0,100.0,153,48.6,153
Rick Wagner,7950,T,BLT,14,0,3,58.9,100.0,81,25.8,81,63.4,1,100.0,314,314,64.1,100.0,190,60.5,190
Shawn Lauvao,5616,G,WAS,14,0,32,64.7,100.0,152,48.4,152,59.5,0,100.0,314,314,52.9,100.0,139,44.3,139
Trevor Siemian,9683,QB,DEN,14,0,10,60.0,98.2,55,17.6,56,60.0,0,95.1,313,329,60.0,99.6,232,74.1,233
Daniel Kilgore,6315,C,SF,13,0,28,68.7,100.0,86,27.6,86,68.5,0,100.0,312,312,66.7,100.0,220,70.5,220
Bobby Hart,9659,T,NYG,15,0,21,61.8,100.0,182,58.5,182,60.8,0,100.0,311,311,59.4,100.0,93,29.9,93
Andrew Luck,7007,QB,IND,15,0,14,60.9,100.0,91,29.3,91,60.7,0,93.1,311,334,60.5,98.1,205,65.9,209
Brandon Fusco,6324,G,MIN,14,0,18,61.1,100.0,176,56.6,176,62.4,0,100.0,311,311,66.4,100.0,95,30.5,95
Vernon Davis,2951,TE,WAS,16,0,32,61.6,100.0,152,49.0,152,59.5,2,100.0,310,310,55.7,100.0,135,43.5,135
Mohamed Sanu,7084,WR,ATL,18,0,2,89.8,96.8,60,19.4,62,85.7,0,99.4,310,312,82.5,100.0,228,73.5,228
Spencer Long,8713,C,WAS,13,0,32,65.9,100.0,148,47.9,148,63.2,0,100.0,309,309,59.6,100.0,140,45.3,140
King Dunlap,4544,T,SD,12,0,27,69.5,100.0,147,47.6,147,61.9,1,100.0,309,309,55.8,100.0,127,41.1,127
Dion Sims,7888,TE,MIA,15,0,17,62.1,100.0,50,16.2,50,62.4,0,100.0,308,308,60.4,100.0,242,78.6,242
Brian Winters,7853,G,NYJ,13,0,22,69.7,100.0,98,31.8,98,66.9,1,100.0,308,308,65.2,100.0,167,54.2,167
Jordy Nelson,4350,WR,GB,18,0,12,62.7,100.0,47,15.3,47,66.1,0,100.0,308,308,77.6,100.0,225,73.1,225
Rishard Matthews,7211,WR,TEN,16,0,31,85.9,100.0,159,51.8,159,88.3,0,100.0,307,307,65.7,100.0,127,41.4,127
T.J. Lang,5032,G,GB,16,0,12,67.9,100.0,47,15.4,47,70.0,3,100.0,305,305,68.4,100.0,215,70.5,215
Gary Barnidge,4455,TE,CLV,16,0,8,59.4,100.0,139,46.0,139,57.9,0,100.0,302,302,55.7,100.0,120,39.7,120
Austin Howard,5847,T,OAK,12,0,23,64.4,100.0,156,52.0,156,68.0,0,100.0,300,300,67.8,100.0,106,35.3,106
Quincy Enunwa,8843,WR,NYJ,16,0,22,66.2,100.0,92,30.7,92,65.9,0,99.7,300,301,61.0,100.0,169,56.3,169
Doug Baldwin,6615,WR,SEA,18,0,29,79.5,100.0,56,18.7,56,78.5,0,100.0,299,299,70.2,100.0,230,76.9,230
James Develin,6142,FB,NE,19,0,19,74.6,100.0,156,52.3,156,76.0,0,100.0,298,298,72.1,100.0,101,33.9,101
Brandon Linder,8728,C,JAX,14,0,15,61.3,100.0,64,21.5,64,78.3,1,100.0,298,298,80.8,100.0,216,72.5,216
Kelvin Benjamin,8663,WR,CAR,16,1,5,78.0,100.0,166,56.7,166,57.6,4,100.0,293,293,64.4,100.0,82,28.0,82
Tyrell Williams,10154,WR,SD,16,0,27,61.4,100.0,132,45.1,132,62.8,0,100.0,293,293,73.4,100.0,123,42.0,123
Demaryius Thomas,5547,WR,DEN,16,0,10,88.9,100.0,55,18.8,55,84.6,0,100.0,292,292,72.1,100.0,204,69.9,204
DeVante Parker,9447,WR,MIA,16,0,17,62.6,100.0,51,17.6,51,61.4,0,100.0,290,290,77.0,100.0,233,80.3,233
