year_signed,apy_cap_pct,draft_year,draft_overall,-1_player_game_count,-1_attempts,-1_avoided_tackles,-1_breakaway_attempts,-1_breakaway_percent,-1_breakaway_yards,-1_declined_penalties,-1_designed_yards,-1_drops,-1_elu_recv_mtf,-1_elu_rush_mtf,-1_elu_yco,-1_elusive_rating,-1_explosive,-1_first_downs,-1_fumbles,-1_gap_attempts,-1_grades_hands_fumble,-1_grades_offense,-1_grades_offense_penalty,-1_grades_pass,-1_grades_pass_block,-1_grades_pass_route,-1_grades_run,-1_grades_run_block,-1_longest,-1_penalties,-1_rec_yards,-1_receptions,-1_routes,-1_run_plays,-1_scramble_yards,-1_scrambles,-1_targets,-1_total_touches,-1_touchdowns,-1_yards,-1_yards_after_contact,-1_yco_attempt,-1_ypa,-1_yprr,-1_zone_attempts,-1_pass_grade,-1_run_block_grade,-2_player_game_count,-2_attempts,-2_avoided_tackles,-2_breakaway_attempts,-2_breakaway_percent,-2_breakaway_yards,-2_declined_penalties,-2_designed_yards,-2_drops,-2_elu_recv_mtf,-2_elu_rush_mtf,-2_elu_yco,-2_elusive_rating,-2_explosive,-2_first_downs,-2_fumbles,-2_gap_attempts,-2_grades_hands_fumble,-2_grades_offense,-2_grades_offense_penalty,-2_grades_pass,-2_grades_pass_block,-2_grades_pass_route,-2_grades_run,-2_grades_run_block,-2_longest,-2_penalties,-2_rec_yards,-2_receptions,-2_routes,-2_run_plays,-2_scramble_yards,-2_scrambles,-2_targets,-2_total_touches,-2_touchdowns,-2_yards,-2_yards_after_contact,-2_yco_attempt,-2_ypa,-2_yprr,-2_zone_attempts,-2_pass_grade,-2_run_block_grade,-3_player_game_count,-3_attempts,-3_avoided_tackles,-3_breakaway_attempts,-3_breakaway_percent,-3_breakaway_yards,-3_declined_penalties,-3_designed_yards,-3_drops,-3_elu_recv_mtf,-3_elu_rush_mtf,-3_elu_yco,-3_elusive_rating,-3_explosive,-3_first_downs,-3_fumbles,-3_gap_attempts,-3_grades_hands_fumble,-3_grades_offense,-3_grades_offense_penalty,-3_grades_pass,-3_grades_pass_block,-3_grades_pass_route,-3_grades_run,-3_grades_run_block,-3_longest,-3_penalties,-3_rec_yards,-3_receptions,-3_routes,-3_run_plays,-3_scramble_yards,-3_scrambles,-3_targets,-3_total_touches,-3_touchdowns,-3_yards,-3_yards_after_contact,-3_yco_attempt,-3_ypa,-3_yprr,-3_zone_attempts,-3_pass_grade,-3_run_block_grade,-4_player_game_count,-4_attempts,-4_avoided_tackles,-4_breakaway_attempts,-4_breakaway_percent,-4_breakaway_yards,-4_declined_penalties,-4_designed_yards,-4_drops,-4_elu_recv_mtf,-4_elu_rush_mtf,-4_elu_yco,-4_elusive_rating,-4_explosive,-4_first_downs,-4_fumbles,-4_gap_attempts,-4_grades_hands_fumble,-4_grades_offense,-4_grades_offense_penalty,-4_grades_pass,-4_grades_pass_block,-4_grades_pass_route,-4_grades_run,-4_grades_run_block,-4_longest,-4_penalties,-4_rec_yards,-4_receptions,-4_routes,-4_run_plays,-4_scramble_yards,-4_scrambles,-4_targets,-4_total_touches,-4_touchdowns,-4_yards,-4_yards_after_contact,-4_yco_attempt,-4_ypa,-4_yprr,-4_zone_attempts,-4_pass_grade,-4_run_block_grade,-5_player_game_count,-5_attempts,-5_avoided_tackles,-5_breakaway_attempts,-5_breakaway_percent,-5_breakaway_yards,-5_declined_penalties,-5_designed_yards,-5_drops,-5_elu_recv_mtf,-5_elu_rush_mtf,-5_elu_yco,-5_elusive_rating,-5_explosive,-5_first_downs,-5_fumbles,-5_gap_attempts,-5_grades_hands_fumble,-5_grades_offense,-5_grades_offense_penalty,-5_grades_pass,-5_grades_pass_block,-5_grades_pass_route,-5_grades_run,-5_grades_run_block,-5_longest,-5_penalties,-5_rec_yards,-5_receptions,-5_routes,-5_run_plays,-5_scramble_yards,-5_scrambles,-5_targets,-5_total_touches,-5_touchdowns,-5_yards,-5_yards_after_contact,-5_yco_attempt,-5_ypa,-5_yprr,-5_zone_attempts,-5_pass_grade,-5_run_block_grade,-6_player_game_count,-6_attempts,-6_avoided_tackles,-6_breakaway_attempts,-6_breakaway_percent,-6_breakaway_yards,-6_declined_penalties,-6_designed_yards,-6_drops,-6_elu_recv_mtf,-6_elu_rush_mtf,-6_elu_yco,-6_elusive_rating,-6_explosive,-6_first_downs,-6_fumbles,-6_gap_attempts,-6_grades_hands_fumble,-6_grades_offense,-6_grades_offense_penalty,-6_grades_pass,-6_grades_pass_block,-6_grades_pass_route,-6_grades_run,-6_grades_run_block,-6_longest,-6_penalties,-6_rec_yards,-6_receptions,-6_routes,-6_run_plays,-6_scramble_yards,-6_scrambles,-6_targets,-6_total_touches,-6_touchdowns,-6_yards,-6_yards_after_contact,-6_yco_attempt,-6_ypa,-6_yprr,-6_zone_attempts,-6_pass_grade,-6_run_block_grade,-7_player_game_count,-7_attempts,-7_avoided_tackles,-7_breakaway_attempts,-7_breakaway_percent,-7_breakaway_yards,-7_declined_penalties,-7_designed_yards,-7_drops,-7_elu_recv_mtf,-7_elu_rush_mtf,-7_elu_yco,-7_elusive_rating,-7_explosive,-7_first_downs,-7_fumbles,-7_gap_attempts,-7_grades_hands_fumble,-7_grades_offense,-7_grades_offense_penalty,-7_grades_pass,-7_grades_pass_block,-7_grades_pass_route,-7_grades_run,-7_grades_run_block,-7_longest,-7_penalties,-7_rec_yards,-7_receptions,-7_routes,-7_run_plays,-7_scramble_yards,-7_scrambles,-7_targets,-7_total_touches,-7_touchdowns,-7_yards,-7_yards_after_contact,-7_yco_attempt,-7_ypa,-7_yprr,-7_zone_attempts,-7_pass_grade,-7_run_block_grade,-8_player_game_count,-8_attempts,-8_avoided_tackles,-8_breakaway_attempts,-8_breakaway_percent,-8_breakaway_yards,-8_declined_penalties,-8_designed_yards,-8_drops,-8_elu_recv_mtf,-8_elu_rush_mtf,-8_elu_yco,-8_elusive_rating,-8_explosive,-8_first_downs,-8_fumbles,-8_gap_attempts,-8_grades_hands_fumble,-8_grades_offense,-8_grades_offense_penalty,-8_grades_pass,-8_grades_pass_block,-8_grades_pass_route,-8_grades_run,-8_grades_run_block,-8_longest,-8_penalties,-8_rec_yards,-8_receptions,-8_routes,-8_run_plays,-8_scramble_yards,-8_scrambles,-8_targets,-8_total_touches,-8_touchdowns,-8_yards,-8_yards_after_contact,-8_yco_attempt,-8_ypa,-8_yprr,-8_zone_attempts,-8_pass_grade,-8_run_block_grade,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,pass_grade,run_block_grade,-9_player_game_count,-9_attempts,-9_avoided_tackles,-9_breakaway_attempts,-9_breakaway_percent,-9_breakaway_yards,-9_declined_penalties,-9_designed_yards,-9_drops,-9_elu_recv_mtf,-9_elu_rush_mtf,-9_elu_yco,-9_elusive_rating,-9_explosive,-9_first_downs,-9_fumbles,-9_gap_attempts,-9_grades_hands_fumble,-9_grades_offense,-9_grades_offense_penalty,-9_grades_pass,-9_grades_pass_block,-9_grades_pass_route,-9_grades_run,-9_grades_run_block,-9_longest,-9_penalties,-9_rec_yards,-9_receptions,-9_routes,-9_run_plays,-9_scramble_yards,-9_scrambles,-9_targets,-9_total_touches,-9_touchdowns,-9_yards,-9_yards_after_contact,-9_yco_attempt,-9_ypa,-9_yprr,-9_zone_attempts,-9_pass_grade,-9_run_block_grade,-10_player_game_count,-10_attempts,-10_avoided_tackles,-10_breakaway_attempts,-10_breakaway_percent,-10_breakaway_yards,-10_declined_penalties,-10_designed_yards,-10_drops,-10_elu_recv_mtf,-10_elu_rush_mtf,-10_elu_yco,-10_elusive_rating,-10_explosive,-10_first_downs,-10_fumbles,-10_gap_attempts,-10_grades_hands_fumble,-10_grades_offense,-10_grades_offense_penalty,-10_grades_pass,-10_grades_pass_block,-10_grades_pass_route,-10_grades_run,-10_grades_run_block,-10_longest,-10_penalties,-10_rec_yards,-10_receptions,-10_routes,-10_run_plays,-10_scramble_yards,-10_scrambles,-10_targets,-10_total_touches,-10_touchdowns,-10_yards,-10_yards_after_contact,-10_yco_attempt,-10_ypa,-10_yprr,-10_zone_attempts,-10_pass_grade,-10_run_block_grade,-11_player_game_count,-11_attempts,-11_avoided_tackles,-11_breakaway_attempts,-11_breakaway_percent,-11_breakaway_yards,-11_declined_penalties,-11_designed_yards,-11_drops,-11_elu_recv_mtf,-11_elu_rush_mtf,-11_elu_yco,-11_elusive_rating,-11_explosive,-11_first_downs,-11_fumbles,-11_gap_attempts,-11_grades_hands_fumble,-11_grades_offense,-11_grades_offense_penalty,-11_grades_pass,-11_grades_pass_block,-11_grades_pass_route,-11_grades_run,-11_grades_run_block,-11_longest,-11_penalties,-11_rec_yards,-11_receptions,-11_routes,-11_run_plays,-11_scramble_yards,-11_scrambles,-11_targets,-11_total_touches,-11_touchdowns,-11_yards,-11_yards_after_contact,-11_yco_attempt,-11_ypa,-11_yprr,-11_zone_attempts,-11_pass_grade,-11_run_block_grade
2021,0.066,2017,182,16,221,44,11,34.6,425,0,1230,5,17,44,795,80.4,28,58,4,66,53,75.6,90.2,NA,39.1,62.3,80.5,44,77,0,376,52,288,256,0,0,68,273,10,1230,795,3.6,5.6,1.31,155,94.7,62.450447761194,18,268,48,14,26.6,318,0,1196,4,8,48,819,52.8,27,63,2,64,77.1,84.6,89.6,NA,67.5,84.3,79.6,57,56,0,511,56,351,295,0,0,74,324,19,1196,819,3.06,4.5,1.46,204,82.1,63.2483282674772,12,133,26,8,30.9,225,0,728,2,7,26,395,61.6,22,41,1,45,73.4,80.7,0,NA,87.6,62.6,85,60,67,3,206,26,204,137,0,0,32,159,8,728,395,2.97,5.5,1.01,81,86.3,58.7482517482517,10,81,13,8,40.6,182,0,448,0,0,13,233,41.6,12,20,0,32,86.4,78.8,83.6,NA,46.3,58.6,84.6,59.6,46,0,22,9,109,87,0,0,13,90,4,448,233,2.88,5.5,0.2,48,58.5,59.4742647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,0.051,2017,182,17,214,53,12,24.9,280,0,1125,6,8,53,684,71.4,31,52,5,71,37.4,86.1,91.7,NA,50.6,64.6,90.7,60.2,36,0,395,59,316,259,0,0,72,273,2,1125,684,3.2,5.3,1.25,140,75.9,57.380204778157,16,183,39,8,25.4,213,1,840,5,10,39,576,63.2,17,40,2,49,69.2,82,91.6,NA,67.5,72.6,83.1,78,57,1,520,61,342,206,0,0,74,244,4,840,576,3.15,4.6,1.52,130,87,60.1137195121951,16,221,44,11,34.6,425,0,1230,5,17,44,795,80.4,28,58,4,66,53,75.6,90.2,NA,39.1,62.3,80.5,44,77,0,376,52,288,256,0,0,68,273,10,1230,795,3.6,5.6,1.31,155,94.7,62.450447761194,18,268,48,14,26.6,318,0,1196,4,8,48,819,52.8,27,63,2,64,77.1,84.6,89.6,NA,67.5,84.3,79.6,57,56,0,511,56,351,295,0,0,74,324,19,1196,819,3.06,4.5,1.46,204,82.1,63.2483282674772,12,133,26,8,30.9,225,0,728,2,7,26,395,61.6,22,41,1,45,73.4,80.7,0,NA,87.6,62.6,85,60,67,3,206,26,204,137,0,0,32,159,8,728,395,2.97,5.5,1.01,81,86.3,58.7482517482517,10,81,13,8,40.6,182,0,448,0,0,13,233,41.6,12,20,0,32,86.4,78.8,83.6,NA,46.3,58.6,84.6,59.6,46,0,22,9,109,87,0,0,13,90,4,448,233,2.88,5.5,0.2,48,58.5,59.4742647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,0.027000000000000003,2017,182,13,182,37,8,25.1,220,0,875,6,6,37,610,66.7,21,48,2,61,66,80.9,88.3,NA,63.2,56.4,85.7,57.8,53,0,254,34,202,207,0,0,47,216,5,875,610,3.35,4.8,1.26,119,83.2,57.9650273224044,17,214,53,12,24.9,280,0,1125,6,8,53,684,71.4,31,52,5,71,37.4,86.1,91.7,NA,50.6,64.6,90.7,60.2,36,0,395,59,316,259,0,0,72,273,2,1125,684,3.2,5.3,1.25,140,75.9,57.380204778157,16,183,39,8,25.4,213,1,840,5,10,39,576,63.2,17,40,2,49,69.2,82,91.6,NA,67.5,72.6,83.1,78,57,1,520,61,342,206,0,0,74,244,4,840,576,3.15,4.6,1.52,130,87,60.1137195121951,16,221,44,11,34.6,425,0,1230,5,17,44,795,80.4,28,58,4,66,53,75.6,90.2,NA,39.1,62.3,80.5,44,77,0,376,52,288,256,0,0,68,273,10,1230,795,3.6,5.6,1.31,155,94.7,62.450447761194,18,268,48,14,26.6,318,0,1196,4,8,48,819,52.8,27,63,2,64,77.1,84.6,89.6,NA,67.5,84.3,79.6,57,56,0,511,56,351,295,0,0,74,324,19,1196,819,3.06,4.5,1.46,204,82.1,63.2483282674772,12,133,26,8,30.9,225,0,728,2,7,26,395,61.6,22,41,1,45,73.4,80.7,0,NA,87.6,62.6,85,60,67,3,206,26,204,137,0,0,32,159,8,728,395,2.97,5.5,1.01,81,86.3,58.7482517482517,10,81,13,8,40.6,182,0,448,0,0,13,233,41.6,12,20,0,32,86.4,78.8,83.6,NA,46.3,58.6,84.6,59.6,46,0,22,9,109,87,0,0,13,90,4,448,233,2.88,5.5,0.2,48,58.5,59.4742647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,0.098,2007,7,1,21,4,2,42.3,33,0,78,0,0,4,34,28.2,3,3,0,15,78.2,58.3,75.2,NA,81.1,61.9,56.8,60,17,0,18,2,9,26,0,0,3,23,0,78,34,1.62,3.7,2,5,74.8,68.9558935361217,14,279,58,16,36.3,459,0,1266,3,9,58,829,64.6,31,60,5,70,48.4,79.7,85.8,NA,73.7,54.3,80.1,59.4,78,0,171,29,260,298,0,0,37,308,10,1266,829,2.97,4.5,0.66,0,65.2,71.5166064981949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,0.021,2007,7,3,37,3,0,0,0,0,72,1,0,3,57,11.6,1,3,1,26,34.5,45.5,77.3,NA,84.7,39.7,47.1,60,13,0,8,3,38,38,0,0,4,40,0,72,57,1.54,1.9,0.21,11,75.8,64.5092857142857,17,350,53,17,34.2,524,0,1530,1,7,53,804,36.1,44,74,8,203,28.3,65.7,57.8,NA,52.6,48.8,68.3,58.8,80,1,235,32,231,390,0,0,35,382,11,1530,804,2.3,4.4,1.02,127,66.8,64.537,1,21,4,2,42.3,33,0,78,0,0,4,34,28.2,3,3,0,15,78.2,58.3,75.2,NA,81.1,61.9,56.8,60,17,0,18,2,9,26,0,0,3,23,0,78,34,1.62,3.7,2,5,74.8,68.9558935361217,14,279,58,16,36.3,459,0,1266,3,9,58,829,64.6,31,60,5,70,48.4,79.7,85.8,NA,73.7,54.3,80.1,59.4,78,0,171,29,260,298,0,0,37,308,10,1266,829,2.97,4.5,0.66,0,65.2,71.5166064981949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,0.006,2007,7,10,156,24,5,19.5,103,1,529,4,1,24,365,35,10,20,3,96,43.3,51.8,4.5,NA,21.5,34.7,60.3,69.8,27,3,70,11,98,176,0,0,17,167,2,529,365,2.34,3.4,0.71,59,65.8,60.7807407407407,3,37,3,0,0,0,0,72,1,0,3,57,11.6,1,3,1,26,34.5,45.5,77.3,NA,84.7,39.7,47.1,60,13,0,8,3,38,38,0,0,4,40,0,72,57,1.54,1.9,0.21,11,75.8,64.5092857142857,17,350,53,17,34.2,524,0,1530,1,7,53,804,36.1,44,74,8,203,28.3,65.7,57.8,NA,52.6,48.8,68.3,58.8,80,1,235,32,231,390,0,0,35,382,11,1530,804,2.3,4.4,1.02,127,66.8,64.537,1,21,4,2,42.3,33,0,78,0,0,4,34,28.2,3,3,0,15,78.2,58.3,75.2,NA,81.1,61.9,56.8,60,17,0,18,2,9,26,0,0,3,23,0,78,34,1.62,3.7,2,5,74.8,68.9558935361217,14,279,58,16,36.3,459,0,1266,3,9,58,829,64.6,31,60,5,70,48.4,79.7,85.8,NA,73.7,54.3,80.1,59.4,78,0,171,29,260,298,0,0,37,308,10,1266,829,2.97,4.5,0.66,0,65.2,71.5166064981949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
