year_signed,apy_cap_pct,draft_year,draft_overall,-1_player_game_count,-1_attempts,-1_avoided_tackles,-1_breakaway_attempts,-1_breakaway_percent,-1_breakaway_yards,-1_declined_penalties,-1_designed_yards,-1_drops,-1_elu_recv_mtf,-1_elu_rush_mtf,-1_elu_yco,-1_elusive_rating,-1_explosive,-1_first_downs,-1_fumbles,-1_gap_attempts,-1_grades_hands_fumble,-1_grades_offense,-1_grades_offense_penalty,-1_grades_pass,-1_grades_pass_block,-1_grades_pass_route,-1_grades_run,-1_grades_run_block,-1_longest,-1_penalties,-1_rec_yards,-1_receptions,-1_routes,-1_run_plays,-1_scramble_yards,-1_scrambles,-1_targets,-1_total_touches,-1_touchdowns,-1_yards,-1_yards_after_contact,-1_yco_attempt,-1_ypa,-1_yprr,-1_zone_attempts,-1_pass_grade,-1_run_block_grade,-2_player_game_count,-2_attempts,-2_avoided_tackles,-2_breakaway_attempts,-2_breakaway_percent,-2_breakaway_yards,-2_declined_penalties,-2_designed_yards,-2_drops,-2_elu_recv_mtf,-2_elu_rush_mtf,-2_elu_yco,-2_elusive_rating,-2_explosive,-2_first_downs,-2_fumbles,-2_gap_attempts,-2_grades_hands_fumble,-2_grades_offense,-2_grades_offense_penalty,-2_grades_pass,-2_grades_pass_block,-2_grades_pass_route,-2_grades_run,-2_grades_run_block,-2_longest,-2_penalties,-2_rec_yards,-2_receptions,-2_routes,-2_run_plays,-2_scramble_yards,-2_scrambles,-2_targets,-2_total_touches,-2_touchdowns,-2_yards,-2_yards_after_contact,-2_yco_attempt,-2_ypa,-2_yprr,-2_zone_attempts,-2_pass_grade,-2_run_block_grade,-3_player_game_count,-3_attempts,-3_avoided_tackles,-3_breakaway_attempts,-3_breakaway_percent,-3_breakaway_yards,-3_declined_penalties,-3_designed_yards,-3_drops,-3_elu_recv_mtf,-3_elu_rush_mtf,-3_elu_yco,-3_elusive_rating,-3_explosive,-3_first_downs,-3_fumbles,-3_gap_attempts,-3_grades_hands_fumble,-3_grades_offense,-3_grades_offense_penalty,-3_grades_pass,-3_grades_pass_block,-3_grades_pass_route,-3_grades_run,-3_grades_run_block,-3_longest,-3_penalties,-3_rec_yards,-3_receptions,-3_routes,-3_run_plays,-3_scramble_yards,-3_scrambles,-3_targets,-3_total_touches,-3_touchdowns,-3_yards,-3_yards_after_contact,-3_yco_attempt,-3_ypa,-3_yprr,-3_zone_attempts,-3_pass_grade,-3_run_block_grade,-4_player_game_count,-4_attempts,-4_avoided_tackles,-4_breakaway_attempts,-4_breakaway_percent,-4_breakaway_yards,-4_declined_penalties,-4_designed_yards,-4_drops,-4_elu_recv_mtf,-4_elu_rush_mtf,-4_elu_yco,-4_elusive_rating,-4_explosive,-4_first_downs,-4_fumbles,-4_gap_attempts,-4_grades_hands_fumble,-4_grades_offense,-4_grades_offense_penalty,-4_grades_pass,-4_grades_pass_block,-4_grades_pass_route,-4_grades_run,-4_grades_run_block,-4_longest,-4_penalties,-4_rec_yards,-4_receptions,-4_routes,-4_run_plays,-4_scramble_yards,-4_scrambles,-4_targets,-4_total_touches,-4_touchdowns,-4_yards,-4_yards_after_contact,-4_yco_attempt,-4_ypa,-4_yprr,-4_zone_attempts,-4_pass_grade,-4_run_block_grade,-5_player_game_count,-5_attempts,-5_avoided_tackles,-5_breakaway_attempts,-5_breakaway_percent,-5_breakaway_yards,-5_declined_penalties,-5_designed_yards,-5_drops,-5_elu_recv_mtf,-5_elu_rush_mtf,-5_elu_yco,-5_elusive_rating,-5_explosive,-5_first_downs,-5_fumbles,-5_gap_attempts,-5_grades_hands_fumble,-5_grades_offense,-5_grades_offense_penalty,-5_grades_pass,-5_grades_pass_block,-5_grades_pass_route,-5_grades_run,-5_grades_run_block,-5_longest,-5_penalties,-5_rec_yards,-5_receptions,-5_routes,-5_run_plays,-5_scramble_yards,-5_scrambles,-5_targets,-5_total_touches,-5_touchdowns,-5_yards,-5_yards_after_contact,-5_yco_attempt,-5_ypa,-5_yprr,-5_zone_attempts,-5_pass_grade,-5_run_block_grade,-6_player_game_count,-6_attempts,-6_avoided_tackles,-6_breakaway_attempts,-6_breakaway_percent,-6_breakaway_yards,-6_declined_penalties,-6_designed_yards,-6_drops,-6_elu_recv_mtf,-6_elu_rush_mtf,-6_elu_yco,-6_elusive_rating,-6_explosive,-6_first_downs,-6_fumbles,-6_gap_attempts,-6_grades_hands_fumble,-6_grades_offense,-6_grades_offense_penalty,-6_grades_pass,-6_grades_pass_block,-6_grades_pass_route,-6_grades_run,-6_grades_run_block,-6_longest,-6_penalties,-6_rec_yards,-6_receptions,-6_routes,-6_run_plays,-6_scramble_yards,-6_scrambles,-6_targets,-6_total_touches,-6_touchdowns,-6_yards,-6_yards_after_contact,-6_yco_attempt,-6_ypa,-6_yprr,-6_zone_attempts,-6_pass_grade,-6_run_block_grade,-7_player_game_count,-7_attempts,-7_avoided_tackles,-7_breakaway_attempts,-7_breakaway_percent,-7_breakaway_yards,-7_declined_penalties,-7_designed_yards,-7_drops,-7_elu_recv_mtf,-7_elu_rush_mtf,-7_elu_yco,-7_elusive_rating,-7_explosive,-7_first_downs,-7_fumbles,-7_gap_attempts,-7_grades_hands_fumble,-7_grades_offense,-7_grades_offense_penalty,-7_grades_pass,-7_grades_pass_block,-7_grades_pass_route,-7_grades_run,-7_grades_run_block,-7_longest,-7_penalties,-7_rec_yards,-7_receptions,-7_routes,-7_run_plays,-7_scramble_yards,-7_scrambles,-7_targets,-7_total_touches,-7_touchdowns,-7_yards,-7_yards_after_contact,-7_yco_attempt,-7_ypa,-7_yprr,-7_zone_attempts,-7_pass_grade,-7_run_block_grade,-8_player_game_count,-8_attempts,-8_avoided_tackles,-8_breakaway_attempts,-8_breakaway_percent,-8_breakaway_yards,-8_declined_penalties,-8_designed_yards,-8_drops,-8_elu_recv_mtf,-8_elu_rush_mtf,-8_elu_yco,-8_elusive_rating,-8_explosive,-8_first_downs,-8_fumbles,-8_gap_attempts,-8_grades_hands_fumble,-8_grades_offense,-8_grades_offense_penalty,-8_grades_pass,-8_grades_pass_block,-8_grades_pass_route,-8_grades_run,-8_grades_run_block,-8_longest,-8_penalties,-8_rec_yards,-8_receptions,-8_routes,-8_run_plays,-8_scramble_yards,-8_scrambles,-8_targets,-8_total_touches,-8_touchdowns,-8_yards,-8_yards_after_contact,-8_yco_attempt,-8_ypa,-8_yprr,-8_zone_attempts,-8_pass_grade,-8_run_block_grade,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,pass_grade,run_block_grade,-9_player_game_count,-9_attempts,-9_avoided_tackles,-9_breakaway_attempts,-9_breakaway_percent,-9_breakaway_yards,-9_declined_penalties,-9_designed_yards,-9_drops,-9_elu_recv_mtf,-9_elu_rush_mtf,-9_elu_yco,-9_elusive_rating,-9_explosive,-9_first_downs,-9_fumbles,-9_gap_attempts,-9_grades_hands_fumble,-9_grades_offense,-9_grades_offense_penalty,-9_grades_pass,-9_grades_pass_block,-9_grades_pass_route,-9_grades_run,-9_grades_run_block,-9_longest,-9_penalties,-9_rec_yards,-9_receptions,-9_routes,-9_run_plays,-9_scramble_yards,-9_scrambles,-9_targets,-9_total_touches,-9_touchdowns,-9_yards,-9_yards_after_contact,-9_yco_attempt,-9_ypa,-9_yprr,-9_zone_attempts,-9_pass_grade,-9_run_block_grade,-10_player_game_count,-10_attempts,-10_avoided_tackles,-10_breakaway_attempts,-10_breakaway_percent,-10_breakaway_yards,-10_declined_penalties,-10_designed_yards,-10_drops,-10_elu_recv_mtf,-10_elu_rush_mtf,-10_elu_yco,-10_elusive_rating,-10_explosive,-10_first_downs,-10_fumbles,-10_gap_attempts,-10_grades_hands_fumble,-10_grades_offense,-10_grades_offense_penalty,-10_grades_pass,-10_grades_pass_block,-10_grades_pass_route,-10_grades_run,-10_grades_run_block,-10_longest,-10_penalties,-10_rec_yards,-10_receptions,-10_routes,-10_run_plays,-10_scramble_yards,-10_scrambles,-10_targets,-10_total_touches,-10_touchdowns,-10_yards,-10_yards_after_contact,-10_yco_attempt,-10_ypa,-10_yprr,-10_zone_attempts,-10_pass_grade,-10_run_block_grade,-11_player_game_count,-11_attempts,-11_avoided_tackles,-11_breakaway_attempts,-11_breakaway_percent,-11_breakaway_yards,-11_declined_penalties,-11_designed_yards,-11_drops,-11_elu_recv_mtf,-11_elu_rush_mtf,-11_elu_yco,-11_elusive_rating,-11_explosive,-11_first_downs,-11_fumbles,-11_gap_attempts,-11_grades_hands_fumble,-11_grades_offense,-11_grades_offense_penalty,-11_grades_pass,-11_grades_pass_block,-11_grades_pass_route,-11_grades_run,-11_grades_run_block,-11_longest,-11_penalties,-11_rec_yards,-11_receptions,-11_routes,-11_run_plays,-11_scramble_yards,-11_scrambles,-11_targets,-11_total_touches,-11_touchdowns,-11_yards,-11_yards_after_contact,-11_yco_attempt,-11_ypa,-11_yprr,-11_zone_attempts,-11_pass_grade,-11_run_block_grade
2023,0.045,2018,2,18,313,41,21,37.3,532,0,1426,6,9,41,862,36.5,35,66,1,170,89.5,80.3,91,NA,71.1,58.3,84.9,56.2,68,0,415,64,443,404,0,0,82,377,12,1426,862,2.75,4.6,0.94,134,70,59.1936639118457,13,162,20,5,21.6,128,0,593,6,7,20,435,35.7,9,27,2,74,63.9,59.1,56.1,NA,34.3,49.2,65.7,53.2,41,1,263,41,257,192,0,0,57,203,2,593,435,2.69,3.7,1.02,81,70.6,58.8705696202532,2,19,3,1,52.9,18,0,34,1,3,3,42,53.1,1,1,0,10,77.5,60.3,78,NA,27,62.8,62.3,60,18,0,60,6,35,19,0,0,9,25,0,34,42,2.21,1.8,1.71,8,74.4,61.0290657439446,13,217,42,9,33,331,1,1003,3,11,42,700,63.6,27,45,1,86,83.4,72.2,89.6,NA,63.4,57.2,76.1,58.4,68,1,438,52,377,242,0,0,69,269,6,1003,700,3.23,4.6,1.16,121,65.1,60.0299242424242,16,261,40,20,54,706,0,1307,5,31,40,872,67.4,31,50,0,78,91.5,85.2,65.9,NA,54,86.3,83.8,56.1,78,1,721,91,470,291,0,0,114,352,11,1307,872,3.34,5,1.53,176,63.7,61.7475471698113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,0.049,2018,2,14,247,31,12,31.7,305,0,962,5,6,31,719,37.4,26,51,2,93,74.1,70.2,65.5,NA,76.6,60.6,70.6,56.4,36,1,280,41,306,295,0,0,58,288,6,962,719,2.91,3.9,0.92,148,73.4,52.7405940594059,18,313,41,21,37.3,532,0,1426,6,9,41,862,36.5,35,66,1,170,89.5,80.3,91,NA,71.1,58.3,84.9,56.2,68,0,415,64,443,404,0,0,82,377,12,1426,862,2.75,4.6,0.94,134,70,59.1936639118457,13,162,20,5,21.6,128,0,593,6,7,20,435,35.7,9,27,2,74,63.9,59.1,56.1,NA,34.3,49.2,65.7,53.2,41,1,263,41,257,192,0,0,57,203,2,593,435,2.69,3.7,1.02,81,70.6,58.8705696202532,2,19,3,1,52.9,18,0,34,1,3,3,42,53.1,1,1,0,10,77.5,60.3,78,NA,27,62.8,62.3,60,18,0,60,6,35,19,0,0,9,25,0,34,42,2.21,1.8,1.71,8,74.4,61.0290657439446,13,217,42,9,33,331,1,1003,3,11,42,700,63.6,27,45,1,86,83.4,72.2,89.6,NA,63.4,57.2,76.1,58.4,68,1,438,52,377,242,0,0,69,269,6,1003,700,3.23,4.6,1.16,121,65.1,60.0299242424242,16,261,40,20,54,706,0,1307,5,31,40,872,67.4,31,50,0,78,91.5,85.2,65.9,NA,54,86.3,83.8,56.1,78,1,721,91,470,291,0,0,114,352,11,1307,872,3.34,5,1.53,176,63.7,61.7475471698113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
